year,month,day,lat,lon,presence_absence,net_mesh,net_opening,count_actual_jellyfish,density,biovolume,time_seconds_x,count_actual_humans,time_seconds_y,both_present
1934,8,4,64.47,-166.9,1,76.0,0.4819531933508312,121.0,46.5385,8.213340498655192,33840.0,102,30000.0,1
1934,8,4,64.6,-167.57,1,76.0,0.4819531933508312,136.0,104.615,8.213340498655192,33840.0,49,30000.0,1
1934,8,4,64.8,-168.17,1,76.0,0.4819531933508312,1273.0,489.615,8.213340498655192,33840.0,91,30000.0,1
1934,8,4,64.97,-168.83,1,76.0,0.4819531933508312,600.0,230.769,8.213340498655192,33840.0,102,30000.0,1
1934,8,4,65.42,-170.35,1,76.0,0.4819531933508312,1750.0,673.0765,8.213340498655192,33840.0,93,30000.0,1
1934,8,4,65.52,-170.67,1,76.0,0.4819531933508312,794.0,305.3845,8.213340498655192,33840.0,101,30000.0,1
1934,8,5,63.65,-165.4,1,76.0,0.4819531933508312,65.0,59.091,8.213340498655192,33840.0,49,30000.0,1
1934,8,5,63.67,-165.8,1,76.0,0.4819531933508312,364.0,303.333,8.213340498655192,33840.0,49,30000.0,1
1934,8,5,63.72,-166.17,1,76.0,0.4819531933508312,667.0,513.077,8.213340498655192,33840.0,57,30000.0,1
1934,8,5,63.73,-166.85,1,76.0,0.4819531933508312,350.0,269.231,8.213340498655192,33840.0,50,30000.0,1
1934,8,5,63.8,-167.27,1,76.0,0.4819531933508312,389.0,299.231,8.213340498655192,33840.0,53,30000.0,1
1934,8,5,63.85,-168.05,1,76.0,0.4819531933508312,909.0,699.231,8.213340498655192,33840.0,43,30000.0,1
1934,8,5,63.88,-168.4,1,76.0,0.4819531933508312,750.0,288.4615,8.213340498655192,33840.0,115,30000.0,1
1934,8,5,63.92,-168.8,1,76.0,0.4819531933508312,727.0,279.6155,8.213340498655192,33840.0,100,30000.0,1
1934,8,6,63.87,-171.6,1,76.0,0.4819531933508312,32.0,35.556,8.213340498655192,33840.0,45,30000.0,1
1934,8,6,63.97,-171.87,1,76.0,0.4819531933508312,729.0,280.3845,8.213340498655192,33840.0,96,30000.0,1
1934,8,6,64.07,-172.12,1,76.0,0.4819531933508312,600.0,230.769,8.213340498655192,33840.0,98,30000.0,1
1934,8,6,64.22,-172.32,1,76.0,0.4819531933508312,970.0,373.077,8.213340498655192,33840.0,106,30000.0,1
1934,8,7,61.02,-172.35,1,76.0,0.4819531933508312,415.0,159.6155,8.213340498655192,33840.0,102,30000.0,1
1934,8,7,61.32,-172.33,1,76.0,0.4819531933508312,415.0,319.231,8.213340498655192,33840.0,42,30000.0,1
1934,8,7,61.93,-172.27,1,76.0,0.4819531933508312,16.0,12.308,8.213340498655192,33840.0,61,30000.0,1
1934,8,7,62.55,-172.25,1,76.0,0.4819531933508312,98.0,37.6925,8.213340498655192,33840.0,89,30000.0,1
1934,8,7,62.9,-172.23,1,76.0,0.4819531933508312,340.0,130.769,8.213340498655192,33840.0,88,30000.0,1
1934,8,7,63.08,-172.22,1,76.0,0.4819531933508312,50.0,19.2305,8.213340498655192,33840.0,99,30000.0,1
1934,8,7,63.25,-172.2,1,76.0,0.4819531933508312,32.0,12.308,8.213340498655192,33840.0,101,30000.0,1
1934,8,7,64.42,-172.2,1,76.0,0.4819531933508312,101.0,38.846000000000004,8.213340498655192,33840.0,101,30000.0,1
1934,8,9,60.33,-170.4,1,76.0,0.4819531933508312,323.0,248.462,8.213340498655192,33840.0,41,30000.0,1
1934,8,9,60.35,-171.75,1,76.0,0.4819531933508312,256.0,196.923,8.213340498655192,33840.0,57,30000.0,1
1934,8,9,60.37,-172.12,1,76.0,0.4819531933508312,713.0,548.462,8.213340498655192,33840.0,49,30000.0,1
1934,8,10,60.25,-167.7,1,76.0,0.4819531933508312,20.0,15.385,8.213340498655192,33840.0,58,30000.0,1
1934,8,10,60.27,-168.35,1,76.0,0.4819531933508312,1394.0,536.154,8.213340498655192,33840.0,97,30000.0,1
1934,8,10,60.27,-168.02,1,76.0,0.4819531933508312,525.0,201.923,8.213340498655192,33840.0,97,30000.0,1
1934,8,10,60.3,-168.73,1,76.0,0.4819531933508312,101.0,77.692,8.213340498655192,33840.0,52,30000.0,1
1934,8,10,60.32,-169.57,1,76.0,0.4819531933508312,12.0,9.231,8.213340498655192,33840.0,45,30000.0,1
1934,8,12,57.23,-169.4,1,76.0,0.4819531933508312,98.0,75.385,8.213340498655192,33840.0,40,30000.0,1
1934,8,12,57.23,-168.8,1,76.0,0.4819531933508312,48.0,36.923,8.213340498655192,33840.0,50,30000.0,1
1934,8,12,57.23,-168.5,1,76.0,0.4819531933508312,256.0,196.923,8.213340498655192,33840.0,42,30000.0,1
1934,8,13,57.15,-169.9,1,76.0,0.4819531933508312,97.0,74.615,8.213340498655192,33840.0,49,30000.0,1
1934,8,13,57.17,-169.72,1,76.0,0.4819531933508312,242.0,186.154,8.213340498655192,33840.0,53,30000.0,1
1934,8,21,57.03,-171.27,1,76.0,0.4819531933508312,100.0,76.923,8.213340498655192,33840.0,50,30000.0,1
1934,8,21,57.07,-170.5,1,76.0,0.4819531933508312,250.0,192.308,8.213340498655192,33840.0,43,30000.0,1
1934,8,21,57.08,-170.82,1,76.0,0.4819531933508312,975.0,750.0,8.213340498655192,33840.0,48,30000.0,1
1934,8,22,56.62,-169.88,1,76.0,0.4819531933508312,3.0,2.308,8.213340498655192,33840.0,55,30000.0,1
1934,9,4,65.3,-170.02,1,76.0,0.4819531933508312,14.0,5.3845,8.213340498655192,33840.0,92,30000.0,1
1946,5,16,36.88,-121.98,1,233.0,0.4819531933508312,34618.92587187139,8.454000900823367,4.134170249327596,50400.0,97,50400.0,1
1946,5,17,36.77,-123.87,1,233.0,0.4819531933508312,34618.92587187139,8.454000900823367,0.026999999999999996,54000.0,103,54000.0,1
1946,5,17,36.8,-123.68,1,233.0,0.4819531933508312,17309.462935935695,8.454000900823367,0.018,50400.0,41,50400.0,1
1946,5,17,36.82,-123.4,1,233.0,0.4819531933508312,17309.462935935695,8.454000900823367,0.018,43200.0,56,43200.0,1
1946,5,17,36.83,-123.22,1,233.0,0.4819531933508312,17309.462935935695,8.454000900823367,0.018,39600.0,55,39600.0,1
1946,5,17,36.85,-123.03,1,233.0,0.4819531933508312,34618.92587187139,8.454000900823367,4.1156702493275965,36000.0,102,36000.0,1
1946,5,17,36.87,-122.83,1,233.0,0.4819531933508312,34618.92587187139,8.454000900823367,0.026999999999999996,32400.0,107,32400.0,1
1946,5,17,36.88,-122.65,1,233.0,0.4819531933508312,34618.92587187139,8.454000900823367,0.049,28800.0,104,28800.0,1
1946,5,17,36.92,-122.42,1,233.0,0.4819531933508312,34618.92587187139,8.454000900823367,0.0215,25200.0,98,25200.0,1
1946,5,18,36.63,-125.38,1,233.0,0.4819531933508312,34618.92587187139,8.454000900823367,0.026999999999999996,82800.0,92,82800.0,1
1946,5,18,36.67,-125.02,1,233.0,0.4819531933508312,34618.92587187139,8.454000900823367,0.0325,75600.0,106,75600.0,1
1946,5,18,36.68,-124.82,1,233.0,0.4819531933508312,34618.92587187139,8.454000900823367,4.134170249327596,72000.0,99,72000.0,1
1946,5,18,36.72,-124.43,1,233.0,0.4819531933508312,34618.92587187139,8.454000900823367,0.1365,64800.0,121,64800.0,1
1946,5,18,36.73,-124.25,1,233.0,0.4819531933508312,34618.92587187139,8.454000900823367,0.069,61200.0,80,61200.0,1
1946,5,18,36.75,-124.07,1,233.0,0.4819531933508312,34618.92587187139,8.454000900823367,0.0455,57600.0,88,57600.0,1
1946,5,18,37.07,-124.42,1,233.0,0.4819531933508312,34618.92587187139,8.454000900823367,4.1156702493275965,21600.0,102,21600.0,1
1946,5,18,37.18,-124.13,1,233.0,0.4819531933508312,17309.462935935695,8.454000900823367,8.213340498655192,28800.0,48,28800.0,1
1946,5,18,37.27,-123.92,1,233.0,0.4819531933508312,34618.92587187139,8.454000900823367,4.1156702493275965,32400.0,91,32400.0,1
1946,5,18,37.33,-123.75,1,233.0,0.4819531933508312,34618.92587187139,8.454000900823367,4.1156702493275965,36000.0,116,36000.0,1
1946,5,18,37.4,-123.58,1,233.0,0.4819531933508312,34618.92587187139,8.454000900823367,0.009,39600.0,104,39600.0,1
1946,5,18,37.47,-123.42,1,233.0,0.4819531933508312,34618.92587187139,8.454000900823367,4.110170249327596,43200.0,93,43200.0,1
1946,5,18,37.57,-123.17,1,233.0,0.4819531933508312,34618.92587187139,8.454000900823367,4.124670249327596,50400.0,101,50400.0,1
1946,5,24,37.58,-122.87,1,233.0,0.4819531933508312,17309.462935935695,8.454000900823367,0.036,46800.0,53,46800.0,1
1946,5,24,37.83,-123.07,1,233.0,0.4819531933508312,34618.92587187139,8.454000900823367,0.018,57600.0,105,57600.0,1
1946,5,24,37.95,-122.92,1,233.0,0.4819531933508312,17309.462935935695,8.454000900823367,0.018,28800.0,45,28800.0,1
1946,6,6,37.53,-122.78,1,233.0,0.4819531933508312,17309.462935935695,8.454000900823367,8.213340498655192,14400.0,52,14400.0,1
1946,6,6,37.87,-122.95,1,233.0,0.4819531933508312,51928.38880780709,5.642667267215578,5.499893665770128,13680.0,139,12400.0,1
1946,6,7,36.85,-123.97,1,233.0,0.4819531933508312,51928.38880780709,5.646000600548912,2.765780166218397,20880.0,155,19600.0,1
1946,6,7,36.95,-123.67,1,233.0,0.4819531933508312,51928.38880780709,5.646000600548912,2.7897801662183976,16080.0,139,14800.0,1
1946,6,7,37.03,-123.48,1,233.0,0.4819531933508312,51928.38880780709,5.639333933882245,2.825113499551731,13680.0,146,12400.0,1
1946,6,7,37.16,-123.3,1,233.0,0.4819531933508312,51928.38880780709,5.649333933882244,2.7837801662183974,11280.0,145,10000.0,1
1946,6,7,37.22,-123.12,1,233.0,0.4819531933508312,51928.38880780709,5.659333933882245,2.780113499551731,66480.0,146,65200.0,1
1946,6,7,37.3,-122.95,1,233.0,0.4819531933508312,51928.38880780709,5.642667267215578,2.889113499551731,61680.0,172,60400.0,1
1946,6,7,37.38,-122.78,1,233.0,0.4819531933508312,51928.38880780709,5.642667267215578,2.8164468328850645,59280.0,175,58000.0,1
1946,6,7,37.45,-122.58,1,233.0,0.4819531933508312,17309.462935935695,8.454000900823367,8.213340498655192,68400.0,39,68400.0,1
1946,6,14,37.6,-122.63,1,233.0,0.4819531933508312,17309.462935935695,8.454000900823367,8.213340498655192,54000.0,55,54000.0,1
1946,6,14,37.63,-122.78,1,233.0,0.4819531933508312,34618.92587187139,4.237000450411683,8.213340498655192,42120.0,113,40200.0,1
1946,6,14,37.67,-122.93,1,233.0,0.4819531933508312,51928.38880780709,5.679333933882244,8.213340498655192,42480.0,146,41200.0,1
1946,6,14,37.7,-123.17,1,233.0,0.4819531933508312,34618.92587187139,4.242000450411683,8.213340498655192,29520.0,92,27600.0,1
1946,6,14,37.75,-123.35,1,233.0,0.4819531933508312,51928.38880780709,5.652667267215578,5.481560332436795,25680.0,140,24400.0,1
1946,6,14,37.78,-123.55,1,233.0,0.4819531933508312,34618.92587187139,4.2620004504116835,4.1156702493275965,25920.0,111,24000.0,1
1946,6,14,37.83,-123.75,1,233.0,0.4819531933508312,34618.92587187139,8.454000900823367,4.1156702493275965,14400.0,109,14400.0,1
1946,6,14,37.93,-123.9,1,233.0,0.4819531933508312,51928.38880780709,5.642667267215578,5.481560332436795,16080.0,139,14800.0,1
1946,6,14,38.02,-123.72,1,233.0,0.4819531933508312,51928.38880780709,5.666000600548911,5.523893665770128,13680.0,154,12400.0,1
1946,6,14,38.07,-123.58,1,233.0,0.4819531933508312,51928.38880780709,5.642667267215578,5.633226999103461,11280.0,159,10000.0,1
1946,6,14,38.13,-123.42,1,233.0,0.4819531933508312,51928.38880780709,5.642667267215578,5.493893665770128,66480.0,155,65200.0,1
1946,6,14,38.17,-123.13,1,233.0,0.4819531933508312,17309.462935935695,8.454000900823367,8.213340498655192,72000.0,33,72000.0,1
1946,6,14,38.22,-123.22,1,233.0,0.4819531933508312,17309.462935935695,8.454000900823367,8.213340498655192,75600.0,58,75600.0,1
1946,6,19,37.88,-122.97,1,233.0,0.4819531933508312,17309.462935935695,8.454000900823367,8.213340498655192,75600.0,68,75600.0,1
1946,6,21,37.5,-122.77,1,233.0,0.4819531933508312,17309.462935935695,8.454000900823367,0.007,75600.0,49,75600.0,1
1946,6,21,37.53,-122.55,1,233.0,0.4819531933508312,34618.92587187139,4.232000450411683,8.213340498655192,31320.0,109,29400.0,1
1946,6,21,37.67,-122.72,1,233.0,0.4819531933508312,17309.462935935695,8.454000900823367,0.018,72000.0,37,72000.0,1
1950,4,26,76.35,-12.22,1,65.0,0.4819531933508312,18309.462935935695,48.72575,8.213340498655192,33840.0,209,30000.0,1
1950,5,21,76.63,-9.58,1,70.11764705882354,0.4819531933508312,197704.09229529265,140.3334705882353,8.213340498655192,33840.0,867,30000.0,1
1950,6,18,77.25,-12.8,1,67.41666666666667,0.4819531933508312,92747.31467967847,135.9135,8.213340498655192,33840.0,630,30000.0,1
1950,7,13,78.48,-12.95,1,65.0,0.4819531933508312,42518.92587187139,373.753,8.213340498655192,33840.0,403,30000.0,1
1950,8,18,78.88,-14.5,1,69.14285714285714,0.4819531933508312,103857.77761561418,0.07357142857142858,8.213340498655192,33840.0,320,30000.0,1
1950,9,28,79.05,-18.47,1,65.0,0.4819531933508312,34618.92587187139,10.606,8.213340498655192,33840.0,98,30000.0,1
1950,10,21,80.35,-20.63,1,72.25,0.4819531933508312,52428.38880780709,20.9815,8.213340498655192,33840.0,202,30000.0,1
1950,11,28,80.62,-16.98,1,73.28571428571429,0.4819531933508312,34748.92587187139,7.269285842974767,8.213340498655192,33840.0,355,30000.0,1
1950,12,23,80.85,-18.0,1,75.35714285714286,0.4819531933508312,121386.24055154987,6.0145,8.213340498655192,33840.0,703,30000.0,1
1951,1,28,80.9,-18.47,1,67.63636363636364,0.4819531933508312,69359.85174374278,2.482090909090909,8.213340498655192,33840.0,547,30000.0,1
1951,3,9,81.52,-18.8,1,73.7,0.4819531933508312,89647.31467967847,7.1945,8.213340498655192,33840.0,497,30000.0,1
1951,4,3,81.48,-17.27,1,72.9090909090909,0.4819531933508312,54929.38880780709,27.950181818181818,8.213340498655192,33840.0,576,30000.0,1
1952,7,27,10.02,-150.05,1,310.0,0.4819531933508312,17394.462935935695,1.6666666666666667,8.213340498655192,64080.0,137,62800.0,1
1952,7,27,11.0,-150.0,1,310.0,0.4819531933508312,34785.92587187139,1.75,8.213340498655192,40320.0,182,38400.0,1
1952,7,27,11.93,-150.15,1,310.0,0.4819531933508312,34840.92587187139,2.25,8.213340498655192,25920.0,203,24000.0,1
1952,7,28,8.1,-150.03,1,310.0,0.4819531933508312,17964.462935935695,9.333333333333334,8.213340498655192,49680.0,133,48400.0,1
1952,7,28,9.08,-150.1,1,310.0,0.4819531933508312,17494.462935935695,1.75,8.213340498655192,27360.0,198,26400.0,1
1952,7,29,5.1,-149.85,1,310.0,0.4819531933508312,17792.462935935695,8.5,8.213340498655192,51120.0,97,49200.0,1
1952,7,29,6.17,-149.82,1,310.0,0.4819531933508312,18126.462935935695,8.666666666666666,8.213340498655192,35280.0,139,34000.0,1
1952,7,29,7.13,-149.97,1,310.0,0.4819531933508312,35074.92587187139,6.75,8.213340498655192,18720.0,209,16800.0,1
1952,7,30,3.03,-149.98,1,310.0,0.4819531933508312,17822.462935935695,10.5,8.213340498655192,51120.0,105,49200.0,1
1952,7,30,3.53,-149.88,1,310.0,0.4819531933508312,229.0,7.0,8.213340498655192,46800.0,52,46800.0,1
1952,7,30,4.03,-149.87,1,310.0,0.4819531933508312,17661.462935935695,3.0,8.213340498655192,27360.0,226,26400.0,1
1952,7,30,4.57,-149.85,1,310.0,0.4819531933508312,17616.462935935695,5.0,8.213340498655192,16080.0,163,14800.0,1
1952,7,31,0.95,-150.02,1,310.0,0.4819531933508312,17909.462935935695,12.5,8.213340498655192,47520.0,107,45600.0,1
1952,7,31,1.4,-149.95,1,310.0,0.4819531933508312,17741.462935935695,5.333333333333333,8.213340498655192,40080.0,141,38800.0,1
1952,7,31,1.95,-150.12,1,310.0,0.4819531933508312,17647.462935935695,6.5,8.213340498655192,27720.0,101,25800.0,1
1952,7,31,2.5,-150.03,1,310.0,0.4819531933508312,17505.462935935695,4.0,8.213340498655192,11280.0,153,10000.0,1
1952,8,1,-1.47,-149.75,1,310.0,0.4819531933508312,18057.462935935695,22.0,8.213340498655192,52920.0,111,51000.0,1
1952,8,1,-0.98,-149.83,1,310.0,0.4819531933508312,18629.462935935695,27.0,8.213340498655192,43920.0,111,42000.0,1
1952,8,1,-0.65,-149.82,1,310.0,0.4819531933508312,52680.38880780709,7.6,8.213340498655192,34704.0,234,32400.0,1
1952,8,1,0.47,-150.02,1,310.0,0.4819531933508312,17962.462935935695,13.0,8.213340498655192,58320.0,89,56400.0,1
1952,8,2,-3.48,-149.95,1,310.0,0.4819531933508312,453.0,7.5,8.213340498655192,61200.0,100,61200.0,1
1952,8,2,-2.98,-149.98,1,310.0,0.4819531933508312,697.0,7.0,8.213340498655192,43200.0,161,43200.0,1
1952,8,2,-2.48,-149.88,1,310.0,0.4819531933508312,17489.462935935695,4.0,8.213340498655192,29520.0,102,27600.0,1
1952,8,2,-1.97,-149.8,1,310.0,0.4819531933508312,17650.462935935695,7.0,8.213340498655192,18720.0,103,16800.0,1
1952,8,3,-6.0,-150.17,1,310.0,0.4819531933508312,17741.462935935695,5.0,8.213340498655192,52080.0,136,50800.0,1
1952,8,3,-5.03,-150.2,1,310.0,0.4819531933508312,18099.462935935695,10.666666666666666,8.213340498655192,32880.0,142,31600.0,1
1952,8,3,-4.48,-150.2,1,310.0,0.4819531933508312,131.0,2.0,8.213340498655192,14400.0,87,14400.0,1
1952,8,3,-3.98,-150.08,1,310.0,0.4819531933508312,17333.462935935695,1.0,8.213340498655192,58320.0,98,56400.0,1
1952,8,4,-6.97,-150.08,1,310.0,0.4819531933508312,17614.462935935695,6.0,8.213340498655192,20520.0,85,18600.0,1
1953,2,17,26.97,-79.68,1,417.0,0.4819531933508312,35261.92587187139,1.5,8.213340498655192,33840.0,223,30000.0,1
1953,2,17,26.98,-79.31,1,417.0,0.4819531933508312,17539.462935935695,1.3,8.213340498655192,33840.0,145,30000.0,1
1953,2,17,27.0,-80.06,1,417.0,0.4819531933508312,19020.462935935695,8.466666666666667,8.213340498655192,33840.0,131,30000.0,1
1953,2,17,27.0,-79.95,1,417.0,0.4819531933508312,17309.462935935695,10.7,8.213340498655192,33840.0,61,30000.0,1
1953,2,17,27.33,-80.05,1,417.0,0.4819531933508312,19222.462935935695,7.6000000000000005,8.213340498655192,33840.0,146,30000.0,1
1953,2,17,27.67,-80.05,1,417.0,0.4819531933508312,21072.462935935695,15.033333333333333,8.213340498655192,33840.0,169,30000.0,1
1953,2,17,27.67,-79.68,1,417.0,0.4819531933508312,17648.462935935695,1.6333333333333335,8.213340498655192,33840.0,141,30000.0,1
1953,2,17,27.68,-79.45,1,417.0,0.4819531933508312,17309.462935935695,3.7,8.213340498655192,33840.0,52,30000.0,1
1953,2,18,27.67,-79.3,1,417.0,0.4819531933508312,18559.462935935695,3.4499999999999997,8.213340498655192,33840.0,90,30000.0,1
1953,2,19,28.33,-80.55,1,417.0,0.4819531933508312,36.0,0.1,8.213340498655192,33840.0,116,30000.0,1
1953,2,19,29.03,-80.53,1,417.0,0.4819531933508312,17309.462935935695,3.0,8.213340498655192,33840.0,53,30000.0,1
1953,2,21,30.33,-80.97,1,417.0,0.4819531933508312,28965.462935935695,34.1,8.213340498655192,33840.0,105,30000.0,1
1953,2,21,30.33,-80.58,1,417.0,0.4819531933508312,23950.462935935695,32.333333333333336,8.213340498655192,33840.0,157,30000.0,1
1953,2,22,30.33,-80.17,1,417.0,0.4819531933508312,19949.462935935695,8.733333333333333,8.213340498655192,33840.0,159,30000.0,1
1953,2,22,30.33,-79.93,1,417.0,0.4819531933508312,17309.462935935695,3.5,8.213340498655192,33840.0,54,30000.0,1
1953,2,22,31.0,-81.15,1,417.0,0.4819531933508312,964.0,5.6,8.213340498655192,33840.0,41,30000.0,1
1953,2,22,31.15,-80.45,1,417.0,0.4819531933508312,17309.462935935695,3.7,8.213340498655192,33840.0,55,30000.0,1
1953,2,22,31.18,-80.82,1,417.0,0.4819531933508312,18502.462935935695,6.75,8.213340498655192,33840.0,99,30000.0,1
1953,2,22,31.23,-80.53,1,417.0,0.4819531933508312,28014.462935935695,37.03333333333334,8.213340498655192,33840.0,165,30000.0,1
1953,2,26,31.33,-80.87,1,417.0,0.4819531933508312,18459.462935935695,3.05,8.213340498655192,33840.0,116,30000.0,1
1953,2,26,31.7,-80.6,1,417.0,0.4819531933508312,17427.462935935695,0.75,8.213340498655192,33840.0,131,30000.0,1
1953,2,27,31.45,-78.57,1,417.0,0.4819531933508312,34705.92587187139,1.975,8.213340498655192,33840.0,219,30000.0,1
1953,2,27,31.52,-79.87,1,417.0,0.4819531933508312,20784.462935935695,11.366666666666667,8.213340498655192,33840.0,161,30000.0,1
1953,2,27,31.52,-79.55,1,417.0,0.4819531933508312,17309.462935935695,2.9,8.213340498655192,33840.0,50,30000.0,1
1953,2,27,31.53,-79.47,1,417.0,0.4819531933508312,18033.462935935695,1.7666666666666666,8.213340498655192,33840.0,150,30000.0,1
1953,2,27,31.6,-80.17,1,417.0,0.4819531933508312,20310.462935935695,5.8999999999999995,8.213340498655192,33840.0,158,30000.0,1
1953,2,27,31.63,-78.75,1,417.0,0.4819531933508312,17902.462935935695,2.9,8.213340498655192,33840.0,153,30000.0,1
1953,2,28,31.78,-79.27,1,417.0,0.4819531933508312,24042.462935935695,22.266666666666666,8.213340498655192,33840.0,136,30000.0,1
1953,2,28,32.2,-79.53,1,417.0,0.4819531933508312,34275.46293593569,69.2,8.213340498655192,33840.0,146,30000.0,1
1953,2,28,32.4,-78.72,1,417.0,0.4819531933508312,21892.462935935695,21.849999999999998,8.213340498655192,33840.0,102,30000.0,1
1953,2,28,32.42,-79.83,1,417.0,0.4819531933508312,17544.462935935695,0.43333333333333335,8.213340498655192,33840.0,136,30000.0,1
1953,2,28,32.67,-79.53,1,417.0,0.4819531933508312,18028.462935935695,2.1,8.213340498655192,33840.0,87,30000.0,1
1953,2,28,32.67,-79.0,1,417.0,0.4819531933508312,21501.462935935695,16.266666666666666,8.213340498655192,33840.0,146,30000.0,1
1953,2,28,32.85,-79.3,1,417.0,0.4819531933508312,17396.462935935695,6.3500000000000005,8.213340498655192,33840.0,87,30000.0,1
1953,3,1,31.95,-78.15,1,417.0,0.4819531933508312,17445.462935935695,1.8999999999999997,8.213340498655192,33840.0,155,30000.0,1
1953,3,1,32.18,-78.42,1,417.0,0.4819531933508312,21904.462935935695,9.466666666666667,8.213340498655192,33840.0,154,30000.0,1
1953,3,1,32.3,-77.5,1,417.0,0.4819531933508312,17327.462935935695,2.766666666666666,8.213340498655192,33840.0,170,30000.0,1
1953,3,1,32.78,-77.62,1,417.0,0.4819531933508312,48115.46293593569,62.70000000000001,8.213340498655192,33840.0,175,30000.0,1
1953,3,1,32.8,-78.07,1,417.0,0.4819531933508312,19868.462935935695,6.5,8.213340498655192,33840.0,144,30000.0,1
